,Time,Barometric pressure (Absolute),Barometric Pressure (Relative),Indoor temperature,Indoor humidity,Outdoor temperature,Outdoor humidity,Dew Point,Heat Index,Wind Chill,Feels Like,Wind Direction,Wind speed,10 min AVG,Wind gust,Rain rate,Hourly rainfall,Daily rainfall,UV index,Light intensity,CH1 temperature,CH1 humidity,CH1 Dew Point,CH1 Heat Index,CH2 temperature,CH2 humidity,CH2 Dew Point,CH2 Heat Index,CH3 temperature,CH3 humidity,CH3 Dew Point,CH3 Heat Index,CH4 temperature,CH4 humidity,CH4 Dew Point,CH4 Heat Index,CH5 temperature,CH5 humidity,CH5 Dew Point,CH5 Heat Index,CH6 temperature,CH6 humidity,CH6 Dew Point,CH6 Heat Index,CH7 temperature,CH7 humidity,CH7 Dew Point,CH7 Heat Index,Last strike,Lightning distance,Lightning hourly count,Lightning total in 5 minutes,Lightning total in 30 minutes,Lightning total in 1 hour,Lightning total in 1 day,Water Leakage CH1,Water Leakage CH2,Water Leakage CH3,Water Leakage CH4,Water Leakage CH5,Water Leakage CH6,Water Leakage CH7,CO CH1,CO Sensor battery CH1,PM2.5 CH1,PM10 CH1,PM sensor CH1 battery,PM sensor CH1 connect,PM 2.5 CH1 AQI,PM 10 CH1 AQI,PM2.5 CH2,PM10 CH2,PM sensor CH2 battery,PM sensor CH2 connect,PM 2.5 CH2 AQI,PM 10 CH2 AQI,PM2.5 CH3,PM10 CH3,PM sensor CH3 battery,PM sensor CH3 connect,PM 2.5 CH3 AQI,PM 10 CH3 AQI,PM2.5 CH4,PM10 CH4,PM sensor CH4 battery,PM sensor CH4 connect,PM 2.5 CH4 AQI,PM 10 CH4 AQI,HCHO,HCHO+VOC Sensor battery,CO₂,CO₂ Sensor Battery
32,"Wednesday, April 19, 2023 2:35 PM EDT",1020,1014,75.7,49,79.3,48,58,80.1,79.3,80.1,36,3.1,3.1,3.1,0,0,0,8,798.23,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Wednesday, April 19, 2023 2:40 PM EDT",1020,1014,76.1,49,79.2,47,57.2,79.9,79.2,79.9,54,3.8,3.8,4.3,0,0,0,10,1054.19,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Wednesday, April 19, 2023 2:45 PM EDT",1020,1014,76.3,49,79.7,48,58.3,80.4,79.7,80.4,108,4.5,4.5,4.7,0,0,0,6,523.62,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Wednesday, April 19, 2023 2:50 PM EDT",1020,1014,75.7,48,79.5,48,58.1,80.2,79.5,80.2,102,3.1,3.1,3.6,0,0,0,6,527.88,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Wednesday, April 19, 2023 2:55 PM EDT",1020,1014,75.4,49,79.3,45,56.2,79.9,79.3,79.9,78,1.3,1.3,1.3,0,0,0,9,1088,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Wednesday, April 19, 2023 3:00 PM EDT",1020,1014,75.9,49,80.8,45,57.5,81,80.8,81,60,1.8,1.8,1.8,0,0,0,5,455.36,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Wednesday, April 19, 2023 3:05 PM EDT",1020,1014,76.1,49,82,45,58.6,82.1,82,82.1,96,3.4,3.4,3.6,0,0,0,4,343.65,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Wednesday, April 19, 2023 3:10 PM EDT",1020,1014,76.1,49,79.2,47,57.2,79.9,79.2,79.9,0,4,4,4.5,0,0,0,7,701.61,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Wednesday, April 19, 2023 3:15 PM EDT",1020,1014,75.4,48,79.7,44,55.9,80,79.7,80,54,3.4,3.4,3.8,0,0,0,9,845.23,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Wednesday, April 19, 2023 3:20 PM EDT",1020,1014,75.6,49,81,44,57,81,81,81,156,3.8,3.8,4.3,0,0,0,5,467.6,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Wednesday, April 19, 2023 3:25 PM EDT",1020,1014,75.9,49,80.1,46,57.4,80.5,80.1,80.5,54,4.5,4.5,4.9,0,0,0,6,786.38,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Wednesday, April 19, 2023 3:30 PM EDT",1019,1013,76.1,49,79.9,45,56.7,80.3,79.9,80.3,184,3.8,3.8,4.3,0,0,0,8,991.86,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Wednesday, April 19, 2023 3:35 PM EDT",1019,1014,75.7,48,81.1,43,56.5,81.1,81.1,81.1,48,3.1,3.1,3.6,0,0,0,6,904.17,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Wednesday, April 19, 2023 3:40 PM EDT",1019,1013,75.4,48,80.4,45,57.2,80.7,80.4,80.7,96,1.6,1.6,1.6,0,0,0,8,867.83,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Wednesday, April 19, 2023 3:45 PM EDT",1019,1013,75.6,48,81.5,41,55.6,81.1,81.5,81.1,42,1.3,1.3,1.3,0,0,0,8,845.39,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Wednesday, April 19, 2023 3:50 PM EDT",1019,1013,75.9,48,81,44,57,81,81,81,96,6,6,6,0,0,0,7,801.94,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Wednesday, April 19, 2023 3:55 PM EDT",1019,1013,75.9,48,81.3,43,56.7,81.2,81.3,81.2,54,4.9,4.9,5.4,0,0,0,7,785.03,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Wednesday, April 19, 2023 4:00 PM EDT",1019,1013,75.4,48,80.2,44,56.4,80.4,80.2,80.4,144,4.7,4.7,5.1,0,0,0,5,771.05,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Wednesday, April 19, 2023 4:05 PM EDT",1019,1013,75.6,48,80.1,45,56.8,80.4,80.1,80.4,18,3.4,3.4,3.8,0,0,0,7,755.72,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Wednesday, April 19, 2023 4:10 PM EDT",1019,1013,75.9,48,80.1,45,56.8,80.4,80.1,80.4,49,3.1,3.1,3.6,0,0,0,6,741.42,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Wednesday, April 19, 2023 4:15 PM EDT",1019,1013,75.9,48,79.5,45,56.3,80,79.5,80,343,1.8,1.8,1.8,0,0,0,8,714.17,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Wednesday, April 19, 2023 4:20 PM EDT",1019,1013,75.2,48,79.3,45,56.2,79.9,79.3,79.9,108,3.6,3.6,3.8,0,0,0,8,705,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Wednesday, April 19, 2023 4:25 PM EDT",1019,1013,75.2,48,79.7,46,57.1,80.2,79.7,80.2,78,2.7,2.7,2.7,0,0,0,6,632.24,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Wednesday, April 19, 2023 4:30 PM EDT",1019,1013,75.6,48,79.9,46,57.3,80.3,79.9,80.3,96,4.5,4.5,4.9,0,0,0,7,727.6,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Wednesday, April 19, 2023 4:35 PM EDT",1019,1013,75.9,48,80.6,45,57.3,80.8,80.6,80.8,132,1.6,1.6,1.6,0,0,0,2,290.09,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Wednesday, April 19, 2023 4:40 PM EDT",1019,1013,75.4,47,79.5,47,57.5,80.1,79.5,80.1,348,2,2,2,0,0,0,3,327.46,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Wednesday, April 19, 2023 4:45 PM EDT",1019,1013,75.2,47,79.9,47,57.9,80.4,79.9,80.4,36,2.9,2.9,2.9,0,0,0,4,589.58,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Wednesday, April 19, 2023 4:50 PM EDT",1019,1013,75.4,47,78.6,48,57.3,79.6,78.6,78.6,42,1.6,1.6,1.6,0,0,0,3,467.37,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Wednesday, April 19, 2023 4:55 PM EDT",1019,1013,75.9,48,79.9,47,57.9,80.4,79.9,80.4,24,2,2,2,0,0,0,6,585.24,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"Wednesday, April 19, 2023 5:00 PM EDT",1019,1013,75.6,47,80.4,45,57.2,80.7,80.4,80.7,42,2.5,2.5,2.5,0,0,0,5,603.41,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Wednesday, April 19, 2023 5:05 PM EDT",1019,1013,75,47,79.7,46,57.1,80.2,79.7,80.2,54,4.9,4.9,5.4,0,0,0,2,452.52,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Wednesday, April 19, 2023 5:10 PM EDT",1019,1013,75.2,47,79.7,46,57.1,80.2,79.7,80.2,66,2.9,2.9,2.9,0,0,0,2,275.63,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Wednesday, April 19, 2023 5:15 PM EDT",1019,1013,75.7,47,79.2,46,56.6,79.8,79.2,79.8,29,5.4,5.4,5.8,0,0,0,2,284.24,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Wednesday, April 19, 2023 5:20 PM EDT",1019,1013,75.9,47,78.6,47,56.7,79.5,78.6,78.6,132,2,2,2,0,0,0,2,231.31,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Wednesday, April 19, 2023 5:25 PM EDT",1019,1013,75.2,45,78.4,48,57.1,79.4,78.4,78.4,162,2.2,2.2,2.2,0,0,0,2,247.82,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Wednesday, April 19, 2023 5:30 PM EDT",1019,1013,75,47,78.3,49,57.6,79.4,78.3,78.3,108,2,2,2,0,0,0,3,427,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Wednesday, April 19, 2023 5:35 PM EDT",1019,1013,75.4,47,78.8,48,57.5,79.7,78.8,78.8,84,3.8,3.8,4.3,0,0,0,3,455.12,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Wednesday, April 19, 2023 5:40 PM EDT",1019,1013,75.6,47,79,48,57.6,79.8,79,79.8,84,6.9,6.9,7.2,0,0,0,1,182.96,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
